country,eastwest,eumember,year,expert,party_id,cmp_id,party,vote,seat,electionyear,epvote,family,govt,position,eu_salience,eu_dissent,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,galtan,lrecon_salience,galtan_salience,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principle,relig_salience,immigrate_policy,immigra_salience,multiculturalism,multicult_salience,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,econ_interven,nationalism,antielite_salience,corrupt_salience,mip_one,mip_two,mip_three,chesversion
esp,west,EU member state,2006,12,507,33903,EA,.3,.300000011920929,2004,,regionalist,not in government,4.78,3.3333333,2.3299999,,4.67,,5.57,,,,6.29,,,5,4.5,4.6,4.8,4.4,,,5,5.829999923706055,4.400000095367432,4.670000076293945,4.860000133514404,4.670000076293945,4.130000114440918,7,3.430000066757202,5.380000114440918,4.21999979019165,4.429999828338623,4.75,4.75,6.3800001,,5.5,3.140000104904175,,,8.1300001,7.1300001,.69999999,9.8000002,,,3.7869999,4.3800001,2.859999895095825,7.570000171661377,,,,,,,,1.1
esp,west,EU member state,2006,13,511,33905,ERC,2.5,2.299999952316284,2004,2.450000047683716,regionalist,not in government,4.46,3.6666663,4,,4.88,,4.18,,,,6.18,,,4.38,neutral,2.18,2.36,2.09,,,2.299999952316284,6.199999809265137,2.440000057220459,4.329999923706055,3.5,5.099999904632568,3,6.75,1.330000042915344,5.440000057220459,1.100000023841858,4.630000114440918,5.329999923706055,5.699999809265137,6.5,,5.570000171661377,2.880000114440918,,,8,7.5599999,.60000002,9.9099998,,,1.3,4,2.380000114440918,7.75,,,,,,,,1.1
esp,west,EU member state,2006,13,513,33908,BNG,.8,.6000000238418579,2004,,regionalist,not in government,4.5,3.6999996,2.5699999,,4.63,,4.33,,,,6.63,,,4.6,4.2,2.36,2.18,2,,,1.700000047683716,6.5,2.130000114440918,5.25,2.450000047683716,5.5,2.599999904632568,6.380000114440918,1.669999957084656,5.199999809265137,1.600000023841858,3.880000114440918,4.440000057220459,5,5.4000001,,6.139999866485596,3.380000114440918,,,7.4000001,7.3299999,.89999998,9.5,,,1.4,4.1300001,2.380000114440918,7.5,,,,,,,,1.1
esp,west,EU member state,2006,13,517,33907,CC,.9,.8999999761581421,2004,,regionalist,not in government,5.27,4.8000002,1.5700001,,4.86,,5.67,,,,6.75,,,5.86,4.4,6.36,6.1,5.9,,,5.889999866485596,5.75,5.139999866485596,4.860000133514404,5.440000057220459,4.110000133514404,5.289999961853027,6,4.289999961853027,4.25,5,3.880000114440918,6.380000114440918,7.090000152587891,6.3800001,,5,2.880000114440918,,,6.9000001,6.6700001,1.5,9.3000002,,,4.6700001,3.3299999,3.710000038146973,7.880000114440918,,,,,,,,1.1
esp,west,EU member state,2006,11,520,33909,CHA,.4,.300000011920929,2004,,regionalist,not in government,5,2.9333334,2.4000001,,4.8,,4.29,,,,6.13,,,4.4,5,2.75,2.38,1.88,,,1.669999957084656,6.5,2.170000076293945,5.329999923706055,2.430000066757202,5.130000114440918,3.140000104904175,6.800000190734863,2.140000104904175,5.139999866485596,2.630000114440918,3.670000076293945,4.710000038146973,5.380000114440918,4.71,,6.670000076293945,4.570000171661377,,,6.5700002,6.4299998,2.2,8.6999998,,,2.3800001,3.4300001,3.170000076293945,7,,,,,,,,1.1
esp,west,EU member state,2010,11,501,33320,PSOE,43.7,48.29999923706055,2008,38.79999923706055,socialist,in government,6.75,6.3888893,.91666669,1,5,,6.166666507720947,,,,6.727272510528564,,,5.916666507720947,5.333333492279053,3.666666507720947,3.5,2.333333253860474,,,3.272727251052856,6.727272510528564,3.416666746139526,5.727272510528564,2.833333253860474,6.833333492279053,3,6.916666507720947,1.090909123420715,7.909090995788574,2.818181753158569,5.199999809265137,4.090909004211426,5.5,4.4000001,6.5,4.333333492279053,2.428571462631226,4.5,5,,,3.2727273,6.6363635,3.3636363,4.1999998,,,4.181818008422852,4.363636493682861,,,,,,,,1.1
esp,west,EU member state,2010,11,502,33610,PP,40.1,43.70000076293945,2008,42.09999847412109,cons,not in government,6,5.8333335,1.4166666,1,4.333333492279053,,6.5,,,,6.5,,,5.333333492279053,3.777777671813965,7.333333015441895,7.666666984558105,8.166666984558105,,,7.636363506317139,6.454545497894287,7.583333492279053,7.090909004211426,6.833333492279053,5.5,7.666666507720947,6.75,7.818181991577148,5.727272510528564,7.636363506317139,7,7.181818008422852,7.5,7.6999998,6.625,4.833333492279053,2.428571462631226,8.1000004,3.5555556,,,7.4545455,8.1000004,3.909091,4.0999999,,,7.818181991577148,5.454545497894287,,,,,,,,1.1
esp,west,EU member state,2010,11,504,33220,IU,3.8,.6000000238418579,2008,3.700000047683716,rad left,not in government,4.75,4.4444442,2.9166667,2,4.909090995788574,,4.454545497894287,,,,6.727272510528564,,,4.900000095367432,5.285714149475098,1.833333253860474,1.333333253860474,1.166666746139526,,,.9090909361839294,7.727272510528564,.6363636255264282,7.363636493682861,.75,8.833333015441895,1.75,7.181818008422852,.6363636255264282,7.900000095367432,.6000000238418579,5,2.299999952316284,6.55555534362793,2.5555556,6.875,4.333333492279053,2.571428537368774,2.3333333,7.8888888,,,2.1818182,6.5999999,5.9000001,4.5999999,,,1.899999976158142,5.800000190734863,,,,,,,,1.1
esp,west,EU member state,2010,11,505,33611,CiU,3.1,3.099999904632568,2008,,regionalist,not in government,6.090909004211426,5.757576,1.4545455,1.3333334,5.272727489471436,,6.090909004211426,,,,6.272727489471436,,,5.909090995788574,3.75,6,6.5,6.333333492279053,,,7.181818008422852,5.699999809265137,7,5.909090995788574,6.454545497894287,4.900000095367432,5.636363506317139,5.636363506317139,5.800000190734863,5.199999809265137,6.300000190734863,5.777777671813965,6.199999809265137,6.888888835906982,7.5999999,7.1428571,5.666666507720947,3.571428537368774,6,4,,,.27272728,9.909091,4.3000002,3.1111112,,,4.111111164093018,7,,,,,,,,1.1
esp,west,EU member state,2010,11,506,33902,PNV,1.2,1.700000047683716,2008,,regionalist,not in government,5.727272510528564,5.454546,1.4545455,1.3333334,5.181818008422852,,6,,,,6.272727489471436,,,5.727272510528564,3.875,6.083333492279053,6.166666507720947,6.25,,,6.363636493682861,5.5,5.909090995788574,5.363636493682861,5.636363506317139,5,4.636363506317139,5.727272510528564,5.5,4.699999809265137,6.599999904632568,5.888888835906982,5.55555534362793,5.125,6.9000001,5.4285712,6,3.428571462631226,6.875,4.125,,,.18181819,9.909091,4.875,2.6666667,,,3.777777671813965,7.111111164093018,,,,,,,,1.1
esp,west,EU member state,2010,11,507,33903,EA,.2,0,2008,,regionalist,not in government,5,4.4444442,1.6,1.7272727,5,,5.625,,,,6.599999904632568,,,5.857142925262451,4.599999904632568,4,4.333333492279053,4.099999904632568,,,3.875,5.5,4.5,4.75,4.285714149475098,5.5,3.700000047683716,5.5,3,4.888888835906982,3.444444417953491,3.25,4.400000095367432,5.666666507720947,5.5714288,5,4.800000190734863,2.5,4.8571429,4.8333335,,,.11111111,9.8888893,5,2.625,,,2.571428537368774,7.5,,,,,,,,1.1
esp,west,EU member state,2010,11,511,33905,ERC,1.2,.8999999761581421,2008,,regionalist,not in government,5.272727489471436,4.545454,2.2727273,1.75,5,,4.5,,,,6.363636493682861,,,5.300000190734863,4.428571224212646,3,2.75,2,,,2.400000095367432,6.400000095367432,2.272727251052856,4.909090995788574,2.454545497894287,5.699999809265137,2.727272748947144,5.636363506317139,1.299999952316284,6.099999904632568,1.399999976158142,4.55555534362793,4.199999809265137,6.125,5.5999999,6.4285712,5.333333492279053,2.571428537368774,3,5,,,.18181819,9.909091,5.8000002,2.6666667,,,2.666666746139526,6.599999904632568,,,,,,,,1.1
esp,west,EU member state,2010,11,513,33908,BNG,.8,.6000000238418579,2008,,regionalist,not in government,4.818181991577148,3.6666663,2.125,2,4.900000095367432,,4.333333492279053,,,,6.727272510528564,,,5.142857074737549,4.75,2.363636255264282,2.090909004211426,1.727272748947144,,,1.777777791023254,6.75,1.600000023841858,5,2,6.5,3.272727251052856,5.699999809265137,1.100000023841858,6.222222328186035,1.333333373069763,3.875,3.400000095367432,6.400000095367432,4.125,5.6666665,4.199999809265137,3.200000047683716,2.5714285,6.6666665,,,.40000001,9.8000002,5.6666665,2.75,,,1.714285731315613,7.375,,,,,,,,1.1
esp,west,EU member state,2010,11,517,33907,CC,.6,.6000000238418579,2008,,regionalist,not in government,5.599999904632568,4.0740743,1.3333334,1.6666666,4.75,,5.454545497894287,,,,6.727272510528564,,,5.75,4.199999809265137,6.181818008422852,6,6,,,6,5.666666507720947,5.333333492279053,5.222222328186035,5.199999809265137,4.900000095367432,5.181818008422852,5.090909004211426,5.375,4.400000095367432,5,3.777777671813965,5.571428775787354,8,6.2857141,6.4285712,5.199999809265137,3.200000047683716,6.3333335,4.2857141,,,1.2,9.1000004,4.5,2.4444444,,,3.428571462631226,7,,,,,,,,1.1
esp,west,EU member state,2010,11,520,33909,CHA,.15,0,2008,,regionalist,not in government,5,3.3333333,1.5,1.8333334,4.714285850524902,,4.714285850524902,,,,strongly favors the EU's cohesion policy,,,5.5,4.75,2.900000095367432,2.555555582046509,2,,,1.857142806053162,6.142857074737549,2.285714387893677,5.5,2,6.285714149475098,3.555555582046509,6,1,7.142857074737549,1.571428537368774,3.857142925262451,4,6.199999809265137,3.3333333,5.8000002,5.199999809265137,3.400000095367432,1.8333334,6.5714288,,,1.1,9,5.3333335,3.125,,,2.142857074737549,6.714285850524902,,,,,,,,1.1
esp,west,EU member state,2010,11,521,,CpE,,,2008,5.099999904632568,regionalist,not in government,5,6,1.3333334,2.5454545,5.599999904632568,,6.199999809265137,,,,6.285714149475098,,,6.25,neutral,5.400000095367432,5.400000095367432,5.400000095367432,,,6.333333492279053,6,5.800000190734863,4.400000095367432,5.5,5.25,5.25,5.25,4.25,4.25,4.25,4.666666507720947,5,6,6.5,7,4.5,1,6,4,,,.2,10,4.5,1,,,2,7.75,,,,,,,,1.1
esp,west,EU member state,2010,11,522,,EdP-V,,,2008,2.5,regionalist,not in government,5.5,5.5555558,1,1.3333334,5.666666507720947,,5.5,,,,6.5,,,5.800000190734863,4.666666507720947,2.857142925262451,3,2.166666746139526,,,2.25,6.5,3.333333253860474,5,3,6.800000190734863,4.199999809265137,5.599999904632568,2,5.199999809265137,2.200000047683716,4.75,2.5,6,3.3333333,6,3.333333253860474,3.333333253860474,1.6,8,,,1.3333334,8,4,2.75,,,1.75,7,,,,,,,,1.1
esp,west,EU member state,2010,11,523,33440,UPyD,1.2,.300000011920929,2008,2.900000095367432,no family,not in government,5.27273,3.3333333,.83333331,1.5,5.666666507720947,,5.5,,,,6.5,,,5.800000190734863,4.666666507720947,5.545454502105713,4.636363506317139,3.545454502105713,,,4.111111164093018,4.777777671813965,3.900000095367432,4.888888835906982,4,4.222222328186035,5.363636493682861,6.599999904632568,3.333333253860474,5.44444465637207,3,4,5.888888835906982,5.875,5.1428571,5.8333335,3.333333253860474,2.333333253860474,5.1666665,3.7142856,,,8.1000004,8.333333,4,3,,,7.111111164093018,5.666666507720947,,,,,,,,1.1
esp,west,EU member state,2014,10,501,33320,PSOE,28.8,31.4,2011,23,socialist,not in government,6.699999809265137,6.9000001,.69999999,1,6.300000190734863,,6.300000190734863,,5.2222223,,6.875,,,6.75,5.222222328186035,3.799999952316284,4.111111164093018,2.200000047683716,8.666667,7.2222223,2.5,,3.099999904632568,,2.400000095367432,,2.900000095367432,,1.200000047683716,,2.5,,3.599999904632568,,4.25,,4.375,,4.2222223,,,,4,,2.6666667,,,,4.111111164093018,,3.2,4.3000002,3,6.3000002,redistribution,state intervention,public services vs taxes,1.1
esp,west,EU member state,2014,10,502,33610,PP,41.9,53.1,2011,26.1,cons,in government,6.800000190734863,6.9000001,.60000002,1,5.666666507720947,,6.699999809265137,,5.5555553,,6.75,,,6.75,4.55555534362793,7.300000190734863,7.666666507720947,8,8.7777777,7.2222223,7.599999904632568,,7.900000095367432,,7.599999904632568,,8.300000190734863,,7,,7.800000190734863,,8.100000381469727,,8.25,,5.5,,7.375,,,,7.5,,2.4444444,,,,7.44444465637207,,7.3000002,7.1999998,1.4,3.4000001,public services vs taxes,deregulation,nationalism,1.1
esp,west,EU member state,2014,10,504,33220,IU,5,2.3,2011,6.7,rad left,not in government,4.599999904632568,5.6999998,3.3333333,2,6.125,,3.888888835906982,,2.625,,6.875,,,neutral towards a common foreign and security policy,5,2,1.777777791023254,1.399999976158142,9,7.6666665,1,,1.100000023841858,,1,,1.899999976158142,,1.399999976158142,,.8999999761581421,,1.600000023841858,,2.4285715,,3.875,,2.7777777,,,,3.0999999,,7.1111112,,,,2.333333253860474,,1.2,3.8,5.5999999,7.5999999,redistribution,public services vs taxes,state intervention,1.1
esp,west,EU member state,2014,10,505,33611,CiU,4.2,4.6,2011,3.6,regionalist,not in government,6.300000190734863,6.8000002,1.3333334,1.2222222,6.375,,6.599999904632568,,5.4444447,,6.75,,,6.25,4.142857074737549,6.199999809265137,7,6.199999809265137,5.5555553,4.5555553,6.5,,6.699999809265137,,6.5,,6.599999904632568,,5.599999904632568,,6.900000095367432,,6.666666507720947,,7.875,,5.5,,6.8888888,,,,.30000001,,4.875,,,,4.625,,6.6999998,8.1000004,1.9,3.4000001,nationalism,decentralization,public services vs taxes,1.1
esp,west,EU member state,2014,10,506,33902,EAJ/PNV,1.4,1.4,2011,1.8,regionalist,not in government,6.44444465637207,6.6999998,1.5,1.1111112,6.599999904632568,,6.333333492279053,,5.2857141,,6.75,,,6.125,3.75,6.300000190734863,6.333333492279053,6.400000095367432,7,5.1111112,5.599999904632568,,5.800000190734863,,5.599999904632568,,6,,5.199999809265137,,7.400000095367432,,6.44444465637207,,7.5714288,,6.25,,,,,,1,,4.5714288,,,,4.25,,6.125,8.3999996,1.9,3.4444444,decentralization,nationalism,public services vs taxes,1.1
esp,west,EU member state,2014,10,507,33903,EA,.2,.3,2011,2.1,regionalist,not in government,6.375,6.8000002,2,1.375,6,,5.571428775787354,,3.5,,6.857142925262451,,,5,4.5,4.333333492279053,4.125,4.5,7,5.125,3.599999904632568,,4.111111164093018,,4.777777671813965,,4.44444465637207,,3.777777671813965,,5.111111164093018,,5.833333492279053,,6.8571429,,6,,6.1111112,,,,.8888889,,4.7142859,,,,3.166666746139526,,4.1999998,8.333333,2.25,3.625,decentralization,nationalism,public services vs taxes,1.1
esp,west,EU member state,2014,10,511,33905,ERC,1.1,.9,2011,4,regionalist,not in government,5.55555534362793,6.5,2.7777777,1.6666666,6.142857074737549,,4.75,,3.2857144,,6.714285850524902,,,4.571428775787354,4.666666507720947,3.666666746139526,3.625,2.111111164093018,5.2222223,5.3333335,3.5,,2.555555582046509,,2.900000095367432,,3,,1.600000023841858,,1.700000047683716,,3.666666746139526,,6.125,,5.5,,5.4285712,,,,.1,,5.8571429,,,,2.375,,3,8.3000002,4.2222223,4.6666665,nationalism,decentralization,public services vs taxes,1.1
esp,west,EU member state,2014,10,513,33908,BNG,.8,.6,2011,0,regionalist,not in government,5,6,2.5714285,2,6.25,,4.5,,2.5,,strongly favors the EU's cohesion policy,,,3.833333253860474,4.5,2.444444417953491,2.125,1.777777791023254,6.6666665,5.875,1.888888835906982,,1.555555582046509,,1.799999952316284,,2.444444417953491,,1.444444417953491,,1.666666626930237,,2.400000095367432,,4,,6.25,,3.875,,,,.69999999,,6.125,,,,1.875,,1.9,8.375,5.4285712,5.6666665,decentralization,nationalism,redistribution,1.1
esp,west,EU member state,2014,10,517,33907,CC,.6,.6,2011,0,regionalist,not in government,6.375,6.6666665,1.3333334,1,6.400000095367432,,6.166666507720947,,4.8333335,,strongly favors the EU's cohesion policy,,,6.666666507720947,4.666666507720947,6,6.375,5.25,7.2222223,5.7777777,5.571428775787354,,6.375,,5.875,,6,,5.142857074737549,,5.142857074737549,,6.44444465637207,,6.5714288,,5.666666507720947,,3.4285715,,,,2.5,,4.6666665,,,,5.125,,5.7777777,6.875,1.8571428,4.2857141,decentralization,public services vs taxes,nationalism,1.1
esp,west,EU member state,2014,10,518,,ICV,1.3,.6,2011,1.7,green,not in government,4.800000190734863,5.4000001,2.8888888,1.6666666,5.857142925262451,,neutral toward expanding EU powers on the internal market,,2.1428571,,6.857142925262451,,,4.285714149475098,4.833333492279053,2.111111164093018,2,.8888888955116272,7.4444447,7.5,1.375,,1.299999952316284,,1.600000023841858,,1.777777791023254,,.800000011920929,,.8888888955116272,,1.700000047683716,,2.875,,4,,5.4285712,,,,1.7,,7,,,,1.555555582046509,,1.3,5.0999999,5.0999999,7.4444447,public services vs taxes,redistribution,decentralization,1.1
esp,west,EU member state,2014,10,523,33440,UPyD,4.8,1.4,2011,6.5,liberal,not in government,6.666666507720947,6.8000002,.8888889,1,6.571428775787354,,6,,4.875,,6.75,,,6.666666507720947,5.25,5.666666507720947,6,3.111111164093018,7.4444447,5.7777777,4.55555534362793,,5.333333492279053,,4.666666507720947,,5,,3.111111164093018,,3,,5.25,,5.1666665,,3.857142925262451,,1.6666666,,,,8.1000004,,3.8333333,,,,5.666666507720947,,4.6999998,5.25,6.7777777,8,corruption,decentralization,anti-elite rhetoric,1.1
esp,west,EU member state,2014,10,524,33092,Amaiur,1.2,1.7,2011,,regionalist,not in government,4.714285850524902,6.1999998,2.2,2.3333333,5,,3.666666746139526,,2,,6.800000190734863,,,3,4.666666507720947,1.888888835906982,1.142857193946838,2.142857074737549,5.8888888,5.875,2.25,,1.285714268684387,,1.666666626930237,,1.714285731315613,,1.555555582046509,,2.125,,3.333333253860474,,5.4000001,,5.857142925262451,,5.2857141,,,,.11111111,,8.166667,,,,1.666666626930237,,1.375,8.4444447,5.375,5.75,nationalism,decentralization,ethnic minorities,1.1
esp,west,EU member state,2014,10,525,,Podemos,,,2011,8,rad left,not in government,4.44444465637207,6.1999998,2.6666667,2.3333333,6,,3.5,,1.5,,strongly favors the EU's cohesion policy,,,3.428571462631226,4.666666507720947,1.666666626930237,1.25,1.75,8.7777777,6.8888888,1.142857193946838,,1,,.75,,1.375,,1.125,,.75,,1.399999976158142,,1.5,,3.599999904632568,,3.5,,,,2.625,,7.5,,,,2.666666746139526,,.77777779,6,10,9.7777777,anti-elite rhetoric,corruption,redistribution,1.1
esp,west,EU member state,2014,10,526,,C's,,,2011,3.2,liberal,not in government,6.666666507720947,6.5999999,.85714287,1,6.833333492279053,,6.166666507720947,,5,,6.75,,,6.714285850524902,4.666666507720947,5.55555534362793,6.5,3.222222328186035,6.3333335,5.7777777,5.125,,6.111111164093018,,5.75,,5.333333492279053,,2.888888835906982,,3.111111164093018,,6.25,,6,,3.857142925262451,,4.1999998,,,,7,,4,,,,6.166666507720947,,5.75,5,6.3333335,8.2222223,corruption,nationalism,anti-elite rhetoric,1.1
fr,west,EU member state,1999,7,601,31220,PCF,9.9,6.400000095367432,1997,6.800000190734863,rad left,in government,2.714285612106323,5,2.8571427,,3.571428537368774,4.333333492279053,,4.166666507720947,,,5,5,4.599999904632568,2.666666746139526,,1.571428537368774,1.357142806053162,6.142857074737549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,602,31320,PS,25.5,42.59999847412109,1997,22,socialist,in government,6.428571224212646,6.7857141,2.5,,5.285714149475098,5.5,,6.285714149475098,,,5.800000190734863,5.5,5.800000190734863,6.166666507720947,,3.428571462631226,3.571428537368774,3.666666746139526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,603,31230,PRG,1.5,2.099999904632568,1997,,rad left,in government,6.166666507720947,6.0714288,.35714298,,5.571428775787354,5.199999809265137,,5.833333492279053,,,5.800000190734863,5.599999904632568,5.75,5.800000190734863,,4.428571224212646,5.142857074737549,4.714285850524902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,605,31110,VERTS,3.6,1.399999976158142,1997,9.699999809265137,green,in government,5.142857074737549,5.3571424,3.2142859,,5.714285850524902,6,,5.666666507720947,,,6.199999809265137,6.833333492279053,6,5.5,,3.142857074737549,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,609,31625,RPR,16.8,24.10000038146973,1997,12.80000019073486,cons,not in government,5.428571224212646,6.4285712,5.7142859,,3.142857074737549,3,,5,,,4.699999809265137,4.833333492279053,3.400000095367432,neutral towards a common foreign and security policy,,7.214285850524902,6.428571224212646,7.285714149475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,610,31720,FN,14.9,.2000000029802322,1997,5.699999809265137,rad right,not in government,1.142857193946838,6.0714288,.71428567,,1.714285731315613,1.600000023841858,,2.166666746139526,,,2.25,1.600000023841858,1.200000047683716,1.200000047683716,,8.70714282989502,8.714285850524902,8.70714282989502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,612,,RPF,2.4,.300000011920929,1997,13.10000038146973,rad right,not in government,2.571428537368774,6.4285712,1.0714287,,2.142857074737549,2.400000095367432,,3.166666746139526,,,3.200000047683716,2.200000047683716,1.600000023841858,2,,7.714285850524902,7.428571224212646,8.071428298950195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,613,31624,UDF,14.7,18.89999961853027,1997,9.300000190734863,liberal,not in government,6.428571224212646,7.5,1.7857144,,5.285714149475098,5,,5.285714149475098,,,5.699999809265137,5.25,5.800000190734863,6,,6.428571224212646,6.285714149475098,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,614,,LO-LCR,,,1997,5.179999828338623,rad left,not in government,1.285714268684387,3.9285712,.83333343,,3.5,strongly opposes tax harmonization,,2.200000047683716,,,3.666666746139526,4.199999809265137,5.5,2.5,,.1428571492433548,.2142857164144516,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,615,,DL,,,1997,,cons,not in government,6.142857074737549,6.7857141,2.1428571,,4.571428775787354,4.599999904632568,,5.166666507720947,,,4.900000095367432,5.166666507720947,4.199999809265137,5.333333492279053,,7.214285850524902,7.428571224212646,6.428571224212646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,617,,MEI,,,1997,,green,not in government,neutral,3.75,1.6666665,,5.333333492279053,4.5,,6,,,6,strongly favors a common policy on environment,6.5,3,,4,center,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,618,,D,,,1997,,no family,not in government,4.5,4.583333,2.0833335,,3.5,5,,2.75,,,strongly opposes the EU's cohesion policy,strongly opposes a common policy on environment,strongly opposes a common policy on political asylum,2.666666746139526,,7.658333301544189,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,619,,CPNT,,,1997,6.800000190734863,agrarian/centre,not in government,2.333333253860474,5.5,.625,,neutral towards expanding EP powers,2.666666746139526,,2.5,,,2.5,1.333333373069763,2.333333253860474,2.333333253860474,,7.800000190734863,7.25,7.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,1999,7,620,,MN,,,1997,3.279999971389771,rad right,not in government,1.333333373069763,5.7142859,1.4285713,,1.857142806053162,1.25,,2.333333253860474,,,2.25,1.600000023841858,1.200000047683716,1.200000047683716,,8.278571128845215,8.571428298950195,9.714285850524902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,601,31220,PCF,4.9,3.599999904632568,2002,6.800000190734863,rad left,not in government,2.77,5.1333332,4.0777779,,3.36,,2,4.6,,5,4.75,3.75,3.38,2.58,,1.62,1.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,602,31320,PS,25.3,24.39999961853027,2002,22,socialist,.5,5.77,6.1666665,4.3555555,,4.91,,4.5,5.6,,5.5,5.75,5.3,5,5.75,,3.85,4.08,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,603,31230,PRG,1.5,,2002,,rad left,.5,4.92,5.6333337,2.3222222,,4.5,,3.88,4.67,,5,5.5,5.33,4.29,neutral towards a common foreign and security policy,,3.62,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,605,31110,VERTS,4.4,.5,2002,9.699999809265137,green,.5,5.15,6.1666665,3.5222223,,5.58,,3.3,5.3,,4.27,5.5,6.6,5.11,4.8,,2.75,2.75,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,609,31626,RPR,33.4,63.29999923706055,2002,12.80000019073486,cons,.5,5,5.6333337,5.0444446,,3.64,,4.18,4.2,,6.67,5.44,4.56,4.22,5.58,,7,5.92,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,610,31720,FN,11.1,0,2002,5.699999809265137,rad right,not in government,strongly opposed,8.4666662,.94444448,,1.73,,1.1,1.89,,4.44,3.14,1.5,strongly opposes a common policy on political asylum,1.67,,9.92,6,9.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,613,31624,UDF,4.8,5,2002,9.300000190734863,liberal,not in government,6.38,7.9333339,2.8222222,,5.5,,5.42,4.8,,5.73,5.75,5.44,5.22,6.1,,5.85,5.92,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2002,13,615,,DL,.4,,2002,,cons,.5,5.92,5.9000001,3.1666665,,4.22,,5.75,3.9,,4.9,5,4.56,4.89,5.33,,7.07,8.17,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
fr,west,EU member state,2006,9,601,31220,PCF,4.9,3.599999904632568,2002,5.880000114440918,rad left,not in government,2.11,6.6666665,2.4400001,,3,,1.89,,,,3,,,2.29,4.38,.89,.63,3.75,,,.5,8,.5,8,.8600000143051147,8.399999618530273,2.670000076293945,5.75,3.140000104904175,6,.7099999785423279,4.710000038146973,1.860000014305115,6,5.8299999,,2.329999923706055,2,,,5.5,3.75,5.5,4,,,1.71,7.8000002,3.710000038146973,5.429999828338623,,,,,,,,1.1
fr,west,EU member state,2006,9,602,31320,PS,25.3,24.39999961853027,2002,28.89999961853027,socialist,not in government,5,7.0333328,8.6700001,,6,,3.63,,,,5.33,,,5.33,4.44,2.89,2.13,2.75,,,2.329999923706055,7.800000190734863,3,6.5,2.859999895095825,8,3.829999923706055,6.75,2.710000038146973,6.5,1.570000052452087,3.569999933242798,4.289999961853027,5.570000171661377,5.8299999,,3,2.75,,,3.8299999,4.25,5,4,,,3.1400001,6.5999999,3.710000038146973,5,,,,,,,,1.1
